Project,Antipattern,File,Line from,Line to,Comment
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Department.java,64,64,Viide org tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Department.java,74,74,Viide sama tabeli primaarvõtmele
alvin-qh/study-java,Naive Trees,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Department.java,74,74,Organisatsiooni struktuuripuu
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Department.java,84,84,Viide user tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Department.java,89,89,Viide user tabeli primaarvõtmele
alvin-qh/study-java,ID Required,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,61,61,"createField(DSL.name(""id"") suured tähed"
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,66,66,Viide org tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,71,71,Viide employee tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,76,76,Viide department tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,86,86,Viide user tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/DepartmentEmployee.java,91,91,Viide user tabeli primaarvõtmele
alvin-qh/study-java,ID Required,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Employee.java,61,61,"createField(DSL.name(""id"") suured tähed"
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Employee.java,66,66,Viide org tabeli primaarvõtmele
alvin-qh/study-java,Beware of the Unknown,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Employee.java,86,86,puuduva väärtuse tähistamiseks kasutusel tühi sõne
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Employee.java,96,96,Viide user tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Employee.java,101,101,Viide user tabeli primaarvõtmele
alvin-qh/study-java,ID Required,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/Org.java,59,59,"createField(DSL.name(""id"") suured tähed"
alvin-qh/study-java,ID Required,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/User.java,61,61,"createField(DSL.name(""id"") suured tähed"
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/User.java,66,66,Viide org tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/User.java,91,91,Viide user tabeli primaarvõtmele
alvin-qh/study-java,Keyless Entry,springboot/jooq/src/jooq/java/alvin/study/springboot/jooq/infra/model/public_/tables/User.java,96,96,Viide user tabeli primaarvõtmele
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/DepartmentRepository.java,38,38,select
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/DepartmentRepository.java,66,66,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/DepartmentRepository.java,67,67,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/DepartmentRepository.java,97,97,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/DepartmentRepository.java,98,98,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/EmployeeRepository.java,38,38,select
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/EmployeeRepository.java,62,62,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/EmployeeRepository.java,63,63,TABLE.fields()
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/OrgRepository.java,61,61,returning(TABLE.fields())
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/OrgRepository.java,137,137,select
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/UserRepository.java,32,32,select
alvin-qh/study-java,Implicit Columns,springboot/jooq/src/main/java/alvin/study/springboot/jooq/infra/repository/UserRepository.java,51,51,select
Andrey582/NotificationBot,ID Required,scrapper/src/main/java/edu/java/database/jooq/tables/Chat.java,64,64,"createField(DSL.name(""id"") suured tähed"
Andrey582/NotificationBot,ID Required,scrapper/src/main/java/edu/java/database/jooq/tables/Link.java,68,68,"createField(DSL.name(""id"") suured tähed"
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatRepository.java,21,21,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatRepository.java,29,29,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatRepository.java,35,35,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatRepository.java,44,44,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,28,28,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,38,38,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,48,48,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,56,56,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,66,66,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,76,76,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqChatToLinkRepository.java,86,86,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,25,25,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,33,33,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,43,43,.returning()
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,49,49,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,57,57,select(TABLE).from(
Andrey582/NotificationBot,Implicit Columns,scrapper/src/main/java/edu/java/database/jooq/repository/JooqLinkRepository.java,64,64,select(TABLE).from(
anyamilichenko/soa,ID Required,src/main/generated/com/soa_service_a/jooq/tables/Coordinates.java,65,65,"createField(DSL.name(""id"")"
anyamilichenko/soa,Rounding Errors,src/main/generated/com/soa_service_a/jooq/tables/Coordinates.java,75,75,Y-koordinaat
anyamilichenko/soa,ID Required,src/main/generated/com/soa_service_a/jooq/tables/Dragon.java,67,67,"createField(DSL.name(""id"")"
anyamilichenko/soa,ID Required,src/main/generated/com/soa_service_a/jooq/tables/DragonHead.java,61,61,"createField(DSL.name(""id"")"
anyamilichenko/soa,ID Required,build/generated-src/jooq/main/com/soa_service_a/jooq/tables/Coordinates.java,65,65,"createField(DSL.name(""id"")"
anyamilichenko/soa,Rounding Errors,build/generated-src/jooq/main/com/soa_service_a/jooq/tables/Coordinates.java,75,75,Y-koordinaat
anyamilichenko/soa,ID Required,build/generated-src/jooq/main/com/soa_service_a/jooq/tables/Dragon.java,67,67,"createField(DSL.name(""id"")"
anyamilichenko/soa,ID Required,build/generated-src/jooq/main/com/soa_service_a/jooq/tables/DragonHead.java,61,61,"createField(DSL.name(""id"")"
anyamilichenko/soa,Implicit Columns,src/main/java/coordinates/adapter/jdbc/CoordinatesDAO.java,27,27,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/coordinates/adapter/jdbc/CoordinatesDAO.java,37,37,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/coordinates/adapter/jdbc/CoordinatesDAO.java,44,44,.selectFrom()
anyamilichenko/soa,Implicit Columns,src/main/java/dragon/adapter/jdbc/DragonDAO.java,32,32,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/dragon/adapter/jdbc/DragonDAO.java,40,40,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/dragon/adapter/jdbc/DragonDAO.java,46,46,.selectFrom()
anyamilichenko/soa,Implicit Columns,src/main/java/dragon/adapter/jdbc/DragonDAO.java,84,84,.selectFrom()
anyamilichenko/soa,Poor Man’s Search Engine,src/main/java/dragon/adapter/jdbc/DragonDAO.java,165,165,likeIgnoreCase(% … %)
anyamilichenko/soa,Implicit Columns,src/main/java/dragon/adapter/jdbc/DragonDAO.java,267,267,TABLE.fields()
anyamilichenko/soa,Implicit Columns,src/main/java/dragonHead/adapter/jdbc/DragonHeadDAO.java,29,29,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/dragonHead/adapter/jdbc/DragonHeadDAO.java,38,38,.returning()
anyamilichenko/soa,Implicit Columns,src/main/java/dragonHead/adapter/jdbc/DragonHeadDAO.java,44,44,.selectFrom()
APSfurizon/fz-backend,Beware of the Unknown,application/src/main/java/net/furizon/backend/feature/fursuits/finder/JooqFursuitFinder.java,88,96,nullable column in NOT IN
APSfurizon/fz-backend,Poor Man’s Search Engine,application/src/main/java/net/furizon/backend/feature/user/finder/JooqUserFinder.java,155,160,likeIgnoreCase(% … %)
APSfurizon/fz-backend,Poor Man’s Search Engine,application/src/main/java/net/furizon/backend/feature/user/finder/JooqUserFinder.java,163,163,likeIgnoreCase(% … %)
APSfurizon/fz-backend,Poor Man’s Search Engine,application/src/main/java/net/furizon/backend/feature/user/finder/JooqUserFinder.java,170,170,likeIgnoreCase(% … %)
APSfurizon/fz-backend,Poor Man’s Search Engine,application/src/main/java/net/furizon/backend/feature/user/finder/JooqUserFinder.java,178,178,likeIgnoreCase(% … %)
APSfurizon/fz-backend,Implicit Columns,application/src/main/java/net/furizon/backend/feature/user/finder/JooqUserFinder.java,298,298,PostgresDQL.asterisk()
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Authentications.java,77,77,Alternatiivne ID on olemas (kasutajal saab olla üks authentication)
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/EmailConfirmationRequest.java,73,73,Alternatiivne ID on olemas (authenticationil/kasutajal saab olla üks request)
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Events.java,80,80,"createField(DSL.name(""id"")"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/ExchangeConfirmationStatus.java,115,115,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,Phantom Files,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Media.java,80,80,Faili eluiga on välja eluaega sama
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Media.java,90,90,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,Implicit Columns,jooq-common/src/main/java/net/furizon/jooq/generated/tables/MembershipCards.java,73,73,Alternatiivne ID on olemas
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/MembershipInfo.java,78,78,"createField(DSL.name(""id"")"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/MembershipInfo.java,168,168,Check constraint
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/MembershipInfo.java,183,183,asEnumDataType
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/MembershipInfo.java,198,198,asEnumDataType
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Orders.java,80,80,"createField(DSL.name(""id"") + alternatiivne ID on olemas"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Orders.java,93,93,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Orders.java,135,135,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Orders.java,175,175,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,31 Flavors,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Orders.java,240,240,"Check constraint, numbriline väärtus"
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/ResetPasswordRequests.java,73,73,Alternatiivne ID on olemas (authenticationil/kasutajal saab olla üks request)
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Roles.java,74,74,Alternatiivne ID on olemas
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Rooms.java,73,73,Alternatiivne ID on olemas (tellimuses saab olla ainult üks ruum)
APSfurizon/fz-backend,ID Required,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Sessions.java,71,71,"createField(DSL.name(""id"")"
APSfurizon/fz-backend,Beware of the Unknown,jooq-common/src/main/java/net/furizon/jooq/generated/tables/Users.java,92,92,Should be non-nullable
auliardana/Java-orm-jooq,ID Required,src/main/java/org/example/generated_sources/tables/Mahasiswa.java,56,56,"createField(DSL.name(""id"")"
aytdm/study,ID Required,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/City.java,62,62,createField(“ID” 
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/City.java,67,67,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/City.java,72,72,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/City.java,77,77,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,62,62,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,67,67,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,31 Flavors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,72,72,asEnumDataType
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,77,77,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Rounding Errors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,82,82,statistiline väärtus
aytdm/study,Rounding Errors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,97,97,statistiline väärtus
aytdm/study,Rounding Errors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,102,102,statistiline väärtus
aytdm/study,Rounding Errors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,107,107,statistiline väärtus
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,112,112,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Keyless Entry,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,127,127,viide city tabeli primaarvõtmele
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,117,117,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Country.java,132,132,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Countrylanguage.java,62,62,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,Beware of the Unknown,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Countrylanguage.java,67,67,puuduva väärtuse tähistamiseks kasutusel tühi sõne
aytdm/study,31 Flavors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Countrylanguage.java,72,72,asEnumDataType
aytdm/study,Rounding Errors,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/db/world/tables/Countrylanguage.java,77,77,Protsent
aytdm/study,Implicit Columns,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/repository/CityRepository.java,31,31,select().from(
aytdm/study,Implicit Columns,005_springboot-jooq/src/main/java/com/aytdm/springbootjooq/domain/repository/CountryRepository.java,19,19,select().from(
balazskrizsan/stackjudge_aws_java,ID Required,src/main/java/com/kbalazsworks/stackjudge_aws/db/tables/RemoteFiles.java,54,54,"createField(DSL.name(""id"")"
balazskrizsan/stackjudge_aws_java,Beware of the Unknown,src/main/java/com/kbalazsworks/stackjudge_aws/db/tables/RemoteFiles.java,54,54,Should be non-nullable
balazskrizsan/stackjudge_aws_java,Phantom Files,src/main/java/com/kbalazsworks/stackjudge_aws/db/tables/RemoteFiles.java,59,59,Laetakse üles samas protsessis
balazskrizsan/stackjudge_aws_java,Implicit Columns,src/main/java/com/kbalazsworks/stackjudge_aws/s3/repositories/RemoteFileRepository.java,34,34,returningResult()
balazskrizsan/stackjudge_aws_java,Implicit Columns,src/main/java/com/kbalazsworks/stackjudge_aws/s3/repositories/RemoteFileRepository.java,42,42,selectFrom(
Blackdread/rest-filter,Poor Man’s Search Engine,src/main/java/org/blackdread/lib/restfilter/jooq/JooqFilterUtil.java,122,124,containsIgnoreCase/contains
Blackdread/rest-filter,Poor Man’s Search Engine,src/main/java/org/blackdread/lib/restfilter/jooq/JooqFilterUtil.java,127,129,notContainsIgnoreCase/notContains
Blackdread/rest-filter,Poor Man’s Search Engine,src/main/java/org/blackdread/lib/restfilter/jooq/JooqFilterUtil.java,161,161,containsIgnoreCase
Blackdread/rest-filter,Poor Man’s Search Engine,src/main/java/org/blackdread/lib/restfilter/jooq/JooqFilterUtil.java,164,164,notContainsIgnoreCase
Blackdread/rest-filter,Implicit Columns,src/test/java/org/blackdread/lib/restfilter/demo/JooqChildEntityQueryService.java,80,80,TABLE.fields()
Blackdread/rest-filter,Implicit Columns,src/test/java/org/blackdread/lib/restfilter/demo/JooqChildEntityQueryService.java,93,93,TABLE.fields()
Blackdread/rest-filter,Implicit Columns,src/test/java/org/blackdread/lib/restfilter/demo/JooqChildEntityQueryService.java,107,107,TABLE.fields()
Blackdread/rest-filter,ID Required,src/test/java/org/blackdread/lib/restfilter/demo/jooq/tables/ChildEntity.java,87,87,createField(“ID” suured tähed
Blackdread/rest-filter,Keyless Entry,src/test/java/org/blackdread/lib/restfilter/demo/jooq/tables/ChildEntity.java,137,137,viide parent_entity tabeli primaarvõtmele
Blackdread/rest-filter,ID Required,src/test/java/org/blackdread/lib/restfilter/demo/jooq/tables/ParentEntity.java,87,87,createField(“ID” suured tähed
BluBluBlaBla/vidsummize,ID Required,src/main/java/com/vidsummize/jooq/tables/Video.java,57,57,"createField(DSL.name(""id"")"
BluBluBlaBla/vidsummize,Beware of the Unknown,src/main/java/com/vidsummize/jooq/tables/Video.java,77,77,Should be non-nullable
BluBluBlaBla/vidsummize,Implicit Columns,src/main/java/com/vidsummize/repositories/VideoRepositoryImpl.java,46,46,selectFrom(
BluBluBlaBla/vidsummize,Implicit Columns,src/main/java/com/vidsummize/repositories/VideoRepositoryImpl.java,54,54,selectFrom(
boogiespook/waltz-test,Poor Man’s Search Engine,waltz-data/src/main/java/com/khartec/waltz/data/JooqUtilities.java,221,221,likeIgnoreCase(% … %)
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/access_log/AccessLogDao.java,90,90,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/actor/ActorDao.java,93,93,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/actor/ActorDao.java,100,100,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,76,76,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,99,99,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,114,114,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,151,151,selectFrom(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,158,158,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,167,167,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,181,181,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,193,193,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupDao.java,234,234,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/app_group/AppGroupMemberDao.java,94,94,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,92,92,select().from(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,100,100,select().from(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,107,107,select().from(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,139,139,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,224,224,selectFrom(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/ApplicationDao.java,233,233,select().from(
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/search/MariaAppSearch.java,47,47,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/search/MariaAppSearch.java,51,51,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-data/src/main/java/com/khartec/waltz/data/application/search/PostgresAppSearch.java,36,42,* SQL kujul
